,index,name,Coordinates,lat,lon
738,738,ä¸Šæµ·é«˜ä¸œæµ·ä¸Šæ•‘åŠ©æœºåœº,"31.334774, 121.625616",31.334774, 121.625616
739,739,Shanghai Gaodong Heliport,"31.334783, 121.625618",31.334783, 121.625618
740,740,ä¸Šæµ·è™¹æ¡¥æœºåœº1å�·èˆªç«™æ¥¼å›½é™…å‡ºå�‘,"31.193659, 121.346595",31.193659, 121.346595
741,741,Shanghai Pudong International Airport Terminal 1,"31.151072, 121.808944",31.151072, 121.808944
742,742,Shanghai Pudong International Airport,"31.1443439, 121.808273",31.1443439, 121.808273
743,743,SKAPè™¹æ¡¥æœºåœºåº—,"31.19308299999999, 121.352252",31.19308299999999, 121.352252
744,744,Shanghai Hongqiao International Airport Terminal 2,"31.194387, 121.326364",31.194387, 121.326364
745,745,å�°ç‘žæœºåœºè®¾å¤‡æŠ€æœ¯(ä¸Šæµ·)æœ‰é™�å…¬å�¸,"31.148622, 121.236599",31.148622, 121.236599
746,746,Shanghai Longhua Airport,"31.166504, 121.455295",31.166504, 121.455295
747,747,æµ¦ä¸œæœºåœº,"31.382781, 121.356038",31.382781, 121.356038
748,748,Minneapolisâˆ’Saint Paul International Airport,"44.8847554, -93.2222846",44.8847554, -93.2222846
749,749,Flying Cloud Airport (FCM),"44.8271762, -93.46107769999999",44.8271762, -93.46107769999999
750,750,Crystal Airport,"45.06524499999999, -93.354748",45.06524499999999, -93.354748
751,751,Edina Airport Taxi,"44.86477, -93.35239999999999",44.86477, -93.35239999999999
752,752,St. Paul Downtown Airport,"44.93346859999999, -93.0601241",44.93346859999999, -93.0601241
753,753,Stegmaier Airport,"44.6610769, -93.10021499999999",44.6610769, -93.10021499999999
754,754,Surfside Airport,"45.1588324, -93.1224158",45.1588324, -93.1224158
755,755,Fleming Field - South St. Paul Airport,"44.86170569999999, -93.0298126",44.86170569999999, -93.0298126
756,756,Keller Airport-0MN8,"45.1358, -92.85937799999999",45.1358, -92.85937799999999
757,757,Sky Harbor Residential Airpark,"44.525522, -93.3268854",44.525522, -93.3268854
758,758,Hopkins Police Department,"44.921918, -93.41349",44.921918, -93.41349
759,759,Valters Aviation,"45.002316, -92.85782900000001",45.002316, -92.85782900000001
760,760,United Childrens Hospital Heliport,"44.9421879, -93.10966359999999",44.9421879, -93.10966359999999
761,761,Lake Elmo Airport,"44.996531, -92.858908",44.996531, -92.858908
762,762,Bradford Airport Logistics,"44.88215290000001, -93.20446729999999",44.88215290000001, -93.20446729999999
763,763,Stewart Farms Airport,"44.53135549999999, -92.8052013",44.53135549999999, -92.8052013
764,764,Airlake Airport,"44.62777699999999, -93.22805799999999",44.62777699999999, -93.22805799999999
765,765,Lino Air Park,"45.18757979999999, -93.1294298",45.18757979999999, -93.1294298
766,766,Forest Lake Airport,"45.2491266, -92.9946942",45.2491266, -92.9946942
767,767,Need a Ride Services,"45.06539890000001, -93.37906",45.06539890000001, -93.37906
768,768,Seattle-Tacoma International Airport,"47.4502499, -122.3088165",47.4502499, -122.3088165
769,769,Boeing Field,"47.5281657, -122.3018264",47.5281657, -122.3018264
770,770,"Park N Jet Lot-1, SeaTac Airport Parking","47.4390612, -122.3238016",47.4390612, -122.3238016
771,771,Port of Seattle,"47.614075, -122.353603",47.614075, -122.353603
772,772,Galvin Flying,"47.5397594, -122.3061864",47.5397594, -122.3061864
773,773,Kenmore Air,"47.62857399999999, -122.33983",47.62857399999999, -122.33983
774,774,Tacoma Narrows Airport,"47.2678293, -122.577424",47.2678293, -122.577424
775,775,Seattle Seaplanes,"47.6321915, -122.3276551",47.6321915, -122.3276551
776,776,Kenmore Air Harbor,"47.7569221, -122.2579096",47.7569221, -122.2579096
777,777,"Crest Airpark, Inc.","47.340137, -122.1027539",47.340137, -122.1027539
778,778,Sea-Tac Airport Parking Garage,"47.443558, -122.3000149",47.443558, -122.3000149
779,779,Seattle Children's Emergency Heliport,"47.66260889999999, -122.2837185",47.66260889999999, -122.2837185
780,780,Sunstream Boat Lifts,"47.4034306, -122.2516351",47.4034306, -122.2516351
781,781,Kenmore Air,"47.5367354, -122.3037557",47.5367354, -122.3037557
782,782,Auburn Municipal Airport,"47.3265247, -122.2245088",47.3265247, -122.2245088
783,783,Pierce County Airport - Thun Field,"47.1037928, -122.2879359",47.1037928, -122.2879359
784,784,Evans Co,"47.6232032, -122.1670692",47.6232032, -122.1670692
785,785,Apex Airpark,"47.65539560000001, -122.7329148",47.65539560000001, -122.7329148
786,786,Majerle Strip Airport,"47.7553166, -121.98235",47.7553166, -121.98235
787,787,Evergreen Sky Ranch Airport,"47.26840809999999, -122.0678472",47.26840809999999, -122.0678472
788,788,Detroit Metropolitan Wayne County Airport,"42.2161722, -83.3553842",42.2161722, -83.3553842
789,789,Willow Run Airport,"42.2378031, -83.5242868",42.2378031, -83.5242868
790,790,Windsor International Airport,"42.2750282, -82.9449803",42.2750282, -82.9449803
791,791,Ann Arbor Municipal Airport,"42.2251956, -83.7456555",42.2251956, -83.7456555
792,792,Oakland County Troy Airport,"42.5406845, -83.1803082",42.5406845, -83.1803082
793,793,Kamikaze Run Heliport,"42.513624899999996, -83.4895444",42.513624899999996, -83.4895444
794,794,Oakland County International Airport,"42.66409879999999, -83.4202318",42.66409879999999, -83.4202318
795,795,Grosse Ile Municipal Airport,"42.10667029999999, -83.1641751",42.10667029999999, -83.1641751
796,796,Canton-Plymouth Mettetal Airport (1D2),"42.348509, -83.4574059",42.348509, -83.4574059
797,797,Brablec Farms Airport,"41.9869888, -83.8046619",41.9869888, -83.8046619
798,798,Grant Pad Heliport,"42.5433975, -82.9334454",42.5433975, -82.9334454
799,799,Tecumseh Products Airport,"42.03266660000001, -83.8783055",42.03266660000001, -83.8783055
800,800,A2 Global Shipping,"42.3576394, -83.07262279999999",42.3576394, -83.07262279999999
801,801,Valero Gas Station And Carwash,"42.1810937, -83.5420517",42.1810937, -83.5420517
802,802,Mc Phail Corporation Heliport,"42.6598106, -83.1549015",42.6598106, -83.1549015
803,803,Forward Air Inc,"42.2042079, -83.3038344",42.2042079, -83.3038344
804,804,Pentastar Aviation,"42.6621305, -83.4298575",42.6621305, -83.4298575
805,805,Newport Woods Airport,"41.98784999999999, -83.307625",41.98784999999999, -83.307625
806,806,A2 Global Shipping,"42.25033670000001, -83.6150151",42.25033670000001, -83.6150151
807,807,Oakland County Southwest Airport,"42.5071746, -83.6235025",42.5071746, -83.6235025
808,808,Atsion Helistop,"39.743173, -74.7254363",39.743173, -74.7254363
809,809,Philadelphia International Airport,"39.8743959, -75.2424229",39.8743959, -75.2424229
810,810,Wilmington Airport (ILG),"39.6802039, -75.6034614",39.6802039, -75.6034614
811,811,Northeast Philadelphia Airport,"40.0757728, -75.00904799999999",40.0757728, -75.00904799999999
812,812,flyADVANCED Wings,"40.1348777, -75.2651631",40.1348777, -75.2651631
813,813,Camden County Airport,"39.7783505, -74.9477395",39.7783505, -74.9477395
814,814,South Jersey Regional,"39.94283890000001, -74.8447067",39.94283890000001, -74.8447067
815,815,Flying W Airport & Resort,"39.933334, -74.80666400000001",39.933334, -74.80666400000001
816,816,Hargrove,"39.94638879999999, -75.1038888",39.94638879999999, -75.1038888
817,817,C And T Helistop,"39.9501125, -75.0496163",39.9501125, -75.0496163
818,818,Jet Line South,"40.0158333, -74.9757777",40.0158333, -74.9757777
819,819,The Plant Place,"39.65794439999999, -75.07005550000001",39.65794439999999, -75.07005550000001
820,820,New Freedom Switching Station Heliport,"39.7390041, -74.9668319",39.7390041, -74.9668319
821,821,At&T Cedarbrook,"39.7459488, -74.9204416",39.7459488, -74.9204416
822,822,Binder Winslow,"39.73844439999999, -74.9105555",39.73844439999999, -74.9105555
823,823,Seabrook Heliport,"39.6195575, -75.4385288",39.6195575, -75.4385288
824,824,Herman,"39.8915, -74.81128050000001",39.8915, -74.81128050000001
825,825,Heli-ray,"39.7202333, -74.84613329999999",39.7202333, -74.84613329999999
826,826,Whittle,"39.8273322, -75.7235477",39.8273322, -75.7235477
827,827,Engineered Arresting Systems Corporation,"39.8381248, -75.4256415",39.8381248, -75.4256415
828,828,Chhatrapati Shivaji International Airport,"19.0895595, 72.8656144",19.0895595, 72.8656144
829,829,Juhu Airport,"19.0980029, 72.83406959999999",19.0980029, 72.83406959999999
830,830,MAMS AIR PVT LTD,"18.927982, 72.832985",18.927982, 72.832985
831,831,Air Works India Pvt. Ltd.,"19.0975375, 72.8385602",19.0975375, 72.8385602
832,832,Web Design,"19.107044, 72.836777",19.107044, 72.836777
833,833,Cabs Now,"19.117367, 72.890492",19.117367, 72.890492
834,834,Helipad Film City,"19.1538081, 72.8920894",19.1538081, 72.8920894
835,835,Hari Om Tours & Travels,"18.957964, 72.8184484",18.957964, 72.8184484
836,836,Taj Wellington Mews Helipad,"18.9218829, 72.8286012",18.9218829, 72.8286012
837,837,ROLTAMAX PORT TECH PVT LTD,"19.0174125, 73.0434563",19.0174125, 73.0434563
838,838,"Kalyan Airstrip, Nevali","19.1628011, 73.127788",19.1628011, 73.127788
839,839,"Car Rental Services Navi Mumbai,Cheap Car Rental Navi Mumbai,Car Hire Airport Near Navi Mumbai","18.9923465, 73.13401019999999",18.9923465, 73.13401019999999
840,840,New Import Baggage Bldg,"19.0951347, 72.86487939999999",19.0951347, 72.86487939999999
841,841,Threshold,"19.0888664, 72.8758979",19.0888664, 72.8758979
842,842,Sahar International Airport Mumbai,"19.0999875, 72.8765054",19.0999875, 72.8765054
843,843,IOSL,"19.0918827, 72.8505524",19.0918827, 72.8505524
844,844,Free Parking,"19.10195, 72.8795667",19.10195, 72.8795667
845,845,NO.1 WORLD WAIDE EXPPRESS PVT.LTD,"19.1095857, 72.85893829999999",19.1095857, 72.85893829999999
846,846,Juhu Aerodrome,"19.097381, 72.8394229",19.097381, 72.8394229
847,847,Helipad No1,"19.097042, 72.8371386",19.097042, 72.8371386
848,848,Sao Paulo International Airport,"-23.4305731, -46.473043",-23.4305731, -46.473043
849,849,Congonhas-SÃ£o Paulo Airport,"-23.6273246, -46.6565842",-23.6273246, -46.6565842
850,850,BR Express Parking,"-23.4603442, -46.48915580000001",-23.4603442, -46.48915580000001
851,851,Heliponto Banco de Boston SDBT,"-23.54408980000001, -46.6353137",-23.54408980000001, -46.6353137
852,852,SÃ£o Paulo Campo de Marte Airport,"-23.509422, -46.6377697",-23.509422, -46.6377697
853,853,Helipad Paulista Football Federation sdfv,"-23.5221144, -46.66729950000001",-23.5221144, -46.66729950000001
854,854,MM Airport Services,"-23.4508977, -46.47930939999999",-23.4508977, -46.47930939999999
855,855,Helipark TÃ¡xi AÃ©reo e ManutenÃ§Ã£o AeronÃ¡utica,"-23.5641725, -46.8308301",-23.5641725, -46.8308301
856,856,Hangar abc,"-23.6171018, -46.5800784",-23.6171018, -46.5800784
857,857,Empresa Brasileira Infra-Estrutura AeroportuÃ¡ria,"-23.6324488, -46.6603828",-23.6324488, -46.6603828
858,858,T M L Trans'Millennium,"-23.6789341, -46.5119187",-23.6789341, -46.5119187
859,859,ncr,"-23.50846619999999, -46.5867286",-23.50846619999999, -46.5867286
860,860,Heliponto - Hospital Samaritano,"-23.5385856, -46.6624377",-23.5385856, -46.6624377
861,861,Grupo Moema Interpax Viagens e Turismo e CÃ¢mbio,"-23.544263, -46.644714",-23.544263, -46.644714
862,862,Personal Transportes Executivos S/C Ltda,"-23.656325, -46.56741100000001",-23.656325, -46.56741100000001
863,863,Heliponto Fiesp Ciesp Sesi Senai,"-23.5637549, -46.65463159999999",-23.5637549, -46.65463159999999
864,864,Heliponto Hotel Blue Tree Towers Faria Lima SSOA,"-23.5910306, -46.6810198",-23.5910306, -46.6810198
865,865,BLALAL,"-23.544128, -46.6633962",-23.544128, -46.6633962
866,866,DUMONT ENGENHARIA E CONSULTORIA AEROPORTUÃ�RIA,"-23.5057823, -46.6393881",-23.5057823, -46.6393881
867,867,Seaviation ServiÃ§os AeroportuÃ¡rios,"-23.4253078, -46.4853629",-23.4253078, -46.4853629
868,868,Ninoy Aquino International Airport,"14.5122739, 121.016508",14.5122739, 121.016508
869,869,SM Southmall Heliport,"14.4323614, 121.0081987",14.4323614, 121.0081987
870,870,Danilo Atienza Air Base,"14.4953712, 120.9114075",14.4953712, 120.9114075
871,871,Manila Control Tower,"14.5098844, 121.0116463",14.5098844, 121.0116463
872,872,Pacific Jet Corporation,"14.537784, 121.019986",14.537784, 121.019986
873,873,ACATECH Support Specialist,"14.517725800000001, 121.0013151",14.517725800000001, 121.0013151
874,874,"dnata Inc.,","14.506193, 121.004937",14.506193, 121.004937
875,875,Security Sub-Department - Philippine Airlines,"14.522874999999999, 121.012452",14.522874999999999, 121.012452
876,876,Manila International Airport - Qantas Airlines,"14.505493, 121.004874",14.505493, 121.004874
877,877,AirSWIFT Passenger Terminal,"14.5249284, 121.0010145",14.5249284, 121.0010145
878,878,British Midland Airways,"14.554657, 121.015066",14.554657, 121.015066
879,879,Asian Institute of Aviation Crew Training Center,"14.58388, 121.062807",14.58388, 121.062807
880,880,Philippines Airlines Terminal 2,"14.5096474, 121.0133996",14.5096474, 121.0133996
881,881,Manila International Airport -Bureau of Immigration,"14.509697, 121.012798",14.509697, 121.012798
882,882,Manila International Airport - Tourism Infrastructure and Enterprise Zone Authority,"14.509695, 121.012795",14.509695, 121.012795
883,883,NAIA Terminal 2 International Departures,"14.5100794, 121.0124708",14.5100794, 121.0124708
884,884,NAIA Terminal 2 Domestic Departures,"14.5091009, 121.0126176",14.5091009, 121.0126176
885,885,Sky Pasada - Manila International Airport Authority,"14.5072332, 121.0200691",14.5072332, 121.0200691
886,886,Airfreight 2100 Inc.,"14.5116408, 121.0077597",14.5116408, 121.0077597
887,887,Manila International Airport - Terminal Operations,"14.519603, 121.013782",14.519603, 121.013782
888,888,Xinjin Airport,"30.421915, 103.850284",30.421915, 103.850284
889,889,Chengdu Shuangliu International Airport,"30.567456, 103.9492936",30.567456, 103.9492936
890,890,"Terminal Police Station, Chengdu Shuangliu International Airport","30.57698000000001, 103.957664",30.57698000000001, 103.957664
891,891,æˆ�éƒ½å�Œæµ�å›½é™…æœºåœºT1èˆªç«™æ¥¼å›½é™…/æ¸¯æ¾³å�°å‡ºå�‘,"30.579847, 103.959314",30.579847, 103.959314
892,892,Boston Logan International Airport,"42.3656132, -71.0095602",42.3656132, -71.0095602
893,893,Laurence G. Hanscom Field,"42.4631677, -71.29119299999999",42.4631677, -71.29119299999999
894,894,Merrimack Valley Seaplane Base,"42.7000908, -71.2156147",42.7000908, -71.2156147
895,895,Norwood Memorial Airport,"42.1919985, -71.17662179999999",42.1919985, -71.17662179999999
896,896,Lawrence Municipal Airport,"42.7169007, -71.1216795",42.7169007, -71.1216795
897,897,Minute Man Air Field,"42.4617817, -71.51841519999999",42.4617817, -71.51841519999999
898,898,Burke Heliport,"42.2339858, -71.3597808",42.2339858, -71.3597808
899,899,Digital Heliport,"42.32645309999999, -71.4095042",42.32645309999999, -71.4095042
900,900,Bentley Heliport,"42.6912038, -70.91227409999999",42.6912038, -70.91227409999999
901,901,Davna Corporation,"42.155097, -71.38616999999999",42.155097, -71.38616999999999
902,902,Goddard Hospital Heliport,"42.1003775, -71.0819922",42.1003775, -71.0819922
903,903,Signature Flight Support BOS - Boston Logan Int'l Airport,"42.3748987, -71.0232268",42.3748987, -71.0232268
904,904,Mansfield Municipal Airport,"42.0035555, -71.20072139999999",42.0035555, -71.20072139999999
905,905,Marlborough Airport,"42.34388000000001, -71.5121285",42.34388000000001, -71.5121285
906,906,Signature Flight Support BED - Bedford L.G. Hanscom Field,"42.4630812, -71.2904798",42.4630812, -71.2904798
907,907,Marshfield Municipal Airport,"42.0970926, -70.6769195",42.0970926, -70.6769195
908,908,A2 Global Shipping,"42.3500611, -71.05765819999999",42.3500611, -71.05765819999999
909,909,Cranland,"42.02484149999999, -70.83809850000002",42.02484149999999, -70.83809850000002
910,910,WBZ Heliport,"42.3653066, -71.1327596",42.3653066, -71.1327596
911,911,A2 Global Shipping,"42.3655321, -71.10447359999999",42.3655321, -71.10447359999999
912,912,Hong Kong International Airport,"22.308047, 113.9184808",22.308047, 113.9184808
913,913,Shenzhen Bao'an International Airport,"22.636828, 113.814606",22.636828, 113.814606
914,914,Shenzhen Baoan International Airport Terminal A,"22.647955, 113.818698",22.647955, 113.818698
915,915,Shenzhen Nantou Heliport Airport,"22.55765, 113.932607",22.55765, 113.932607
916,916,æ—…é�Šç«™ Tour Station,"22.3168206, 114.1702239",22.3168206, 114.1702239
917,917,å¡˜åŽ¦åŸŽå¸‚å€™æœºæ¥¼,"22.807143, 114.069027",22.807143, 114.069027
918,918,Dalang City Terminal Building,"22.919033, 113.989514",22.919033, 113.989514
919,919,Hong Kong Business Aviation Centre,"22.2958666, 113.9117911",22.2958666, 113.9117911
920,920,Midfield Aircourse,"22.3103772, 113.9175545",22.3103772, 113.9175545
921,921,Zhuhai Jiuzhou Airport,"22.248252, 113.593822",22.248252, 113.593822
922,922,æ·±åœ³æœºåœºå¸¸å¹³å€™æœºæ¥¼,"22.966775, 113.997039",22.966775, 113.997039
923,923,Helipad,"22.4493409, 113.9763039",22.4493409, 113.9763039
924,924,Tuen Mun Hosiptal Helipad,"22.4071187, 113.9752374",22.4071187, 113.9752374
925,925,Helipad,"22.4070983, 113.9751774",22.4070983, 113.9751774
926,926,ä¸­æµ©è¾‰èˆªç©º,"22.645719, 114.03978",22.645719, 114.03978
927,927,å¤§æ£ é�™æŽ§é£›æ©Ÿå ´,"22.4161002, 114.0429745",22.4161002, 114.0429745
928,928,Shek Kong Airfield,"22.4404403, 114.0799398",22.4404403, 114.0799398
929,929,ç›´å�‡æ©Ÿå�ª Helipad,"22.5008547, 114.116276",22.5008547, 114.116276
930,930,ä¹�é€•å±±ç›´å�‡æ©Ÿå�ª,"22.388892, 113.9952966",22.388892, 113.9952966
931,931,Shek Kong Airfield,"22.4348567, 114.0849582",22.4348567, 114.0849582
932,932,Melbourne Airport,"-37.6690123, 144.8410273",-37.6690123, 144.8410273
933,933,Essendon Airport,"-37.72640979999999, 144.9014875",-37.72640979999999, 144.9014875
934,934,Qantas Valet Parking Melbourne Domestic Airport,"-37.66912500000001, 144.851627",-37.66912500000001, 144.851627
935,935,Heli Experiences,"-37.727976, 144.895209",-37.727976, 144.895209
936,936,Moorabbin Airport,"-37.9766546, 145.0972832",-37.9766546, 145.0972832
937,937,Jet Airways,"-37.812828, 144.954432",-37.812828, 144.954432
938,938,Microflite Helicopter Services,"-37.9726036, 145.0927822",-37.9726036, 145.0927822
939,939,Melbourne Airport,"-37.6705637, 144.8501137",-37.6705637, 144.8501137
940,940,Qantas Valet Parking,"-37.6685386, 144.8548077",-37.6685386, 144.8548077
941,941,Tigerair Head Office,"-37.6857705, 144.8551845",-37.6857705, 144.8551845
942,942,Melrose Parking,"-37.69718640000001, 144.8782459",-37.69718640000001, 144.8782459
943,943,Ausjet Helicopters,"-37.7279916, 144.8951825",-37.7279916, 144.8951825
944,944,Vedaleon Technologies,"-37.8109063, 144.9601941",-37.8109063, 144.9601941
945,945,Melbourne Helipad,"-37.8222638, 144.9568122",-37.8222638, 144.9568122
946,946,Online Chauffeur Service Melbourne - Ticktoc,"-37.825958, 144.962242",-37.825958, 144.962242
947,947,Sunbury Airfield,"-37.5181098, 144.7027734",-37.5181098, 144.7027734
948,948,Northern Flying Group,"-37.4477767, 144.8573609",-37.4477767, 144.8573609
949,949,Lilydale Airport,"-37.69456, 145.36835",-37.69456, 145.36835
950,950,Smoking Area Melbourne Airport T4,"-37.673649, 144.8493937",-37.673649, 144.8493937
951,951,Melbourne Airport T3 Departure,"-37.6717457, 144.8489713",-37.6717457, 144.8489713
952,952,Narita International Airport,"35.7719867, 140.3928501",35.7719867, 140.3928501
953,953,Otone Airstrip,"35.8585645, 140.2420411",35.8585645, 140.2420411
954,954,Ibaraki Airport,"36.17784350000001, 140.4076491",36.17784350000001, 140.4076491
955,955,ï¼ˆæ ªï¼‰æ—¥æœ¬ãƒ¢ãƒ¼ã‚¿ãƒ¼ã‚°ãƒ©ã‚¤ãƒ€ãƒ¼ã‚¯ãƒ©ãƒ–,"35.8649409, 140.2374034",35.8649409, 140.2374034
956,956,Narita International Airport Terminal 2,"35.77358220000001, 140.3883048",35.77358220000001, 140.3883048
957,957,æˆ�ç”°å›½éš›ç©ºæ¸¯ç¬¬2ã‚¿ãƒ¼ãƒŸãƒŠãƒ« å‡ºç™º åŒ—å�£ã‚²ãƒ¼ãƒˆ,"35.7739896, 140.3879152",35.7739896, 140.3879152
958,958,Ryugasaki Airfield,"35.9039585, 140.2378023",35.9039585, 140.2378023
959,959,HATAãƒ‰ãƒ­ãƒ¼ãƒ³ãƒ•ã‚£ãƒ¼ãƒ«ãƒ‰å�ƒè‘‰ï¼ˆãƒ‰ãƒ­ãƒ¼ãƒ³å±‹å¤–é£›è¡Œç·´ç¿’å ´ï¼‰,"35.67112600000001, 140.082929",35.67112600000001, 140.082929
960,960,æ ªå¼�ä¼šç¤¾ãƒ€ã‚¤ãƒ¤ã‚µãƒ¼ãƒ“ã‚¹|ãƒ‰ãƒ­ãƒ¼ãƒ³ç©ºæ’®ãƒ»é£›è¡Œå ´é�‹å–¶ãƒ»ã‚¹ã‚¯ãƒ¼ãƒ«é�‹å–¶ãƒ»ãƒ¡ãƒ‡ã‚£ã‚¢é�‹å–¶,"35.6628136, 140.0829747",35.6628136, 140.0829747
961,961,Ultra Light Plane Moriya Airstrip,"35.9159804, 139.9933467",35.9159804, 139.9933467
962,962,Fuse Helipad,"35.900592, 140.006869",35.900592, 140.006869
963,963,Tsukuba Helipad,"36.1168758, 140.1304333",36.1168758, 140.1304333
964,964,Tokyo Flight Park Moriya Airstrip,"35.9296932, 139.9740487",35.9296932, 139.9740487
965,965,ç¬¬ï¼‘æ—…å®¢ã‚¿ãƒ¼ãƒŸãƒŠãƒ«å�—ã‚¦ã‚¤ãƒ³ã‚°,"35.7633921, 140.3869308",35.7633921, 140.3869308
966,966,ç¬¬ï¼‘æ—…å®¢ã‚¿ãƒ¼ãƒŸãƒŠãƒ«åŒ—ã‚¦ã‚¤ãƒ³ã‚°,"35.7651663, 140.3845305",35.7651663, 140.3845305
967,967,æˆ�ç”°å›½éš›ç©ºæ¸¯ç®¡åˆ¶å¡”,"35.7700123, 140.3859129",35.7700123, 140.3859129
968,968,ç¬¬3æ—…å®¢ã‚¿ãƒ¼ãƒŸãƒŠãƒ«ã‚µãƒ†ãƒ©ã‚¤ãƒˆ,"35.78099949999999, 140.3864598",35.78099949999999, 140.3864598
969,969,æˆ�ç”° VOR/DME,"35.814144, 140.3716357",35.814144, 140.3716357
970,970,ãƒ˜ãƒªãƒ�ãƒ¼ãƒˆ,"35.689616, 140.2425344",35.689616, 140.2425344
971,971,å�°æ—›ãƒ©ã‚¸ã‚³ãƒ³ã‚¯ãƒ©ãƒ–,"35.8079064, 140.2417245",35.8079064, 140.2417245
972,972,Comfort Hotel CDG Goussainville,"49.020896, 2.4547041",49.020896, 2.4547041
973,973,Orly Airport,"48.7262433, 2.3652471999999998",48.7262433, 2.3652471999999998
974,974,Paris Airport-Le Bourget,"48.9614725, 2.437202",48.9614725, 2.437202
975,975,Transparc 95,"49.00114920000001, 2.5145636",49.00114920000001, 2.5145636
976,976,Aero Club Enghien Moisselles,"49.045132, 2.347683",49.045132, 2.347683
977,977,Charles de Gaulle Airport,"49.0096906, 2.547924499999999",49.0096906, 2.547924499999999
978,978,Aerodrome of Toussus-le-Noble,"48.7497178, 2.1111166",48.7497178, 2.1111166
979,979,Airfield Lognes,"48.82261479999999, 2.6247073",48.82261479999999, 2.6247073
980,980,Air China,"48.87755479999999, 2.4764837",48.87755479999999, 2.4764837
981,981,AÃ©ro Club Sadi Lecointe,"48.82272460000001, 2.625954",48.82272460000001, 2.625954
982,982,Parking Roissy Discount,"49.0436647, 2.6262986",49.0436647, 2.6262986
983,983,BNIA/BRIA du Bourget,"48.9483123, 2.4355864",48.9483123, 2.4355864
984,984,G-OPS,"48.98839, 2.518291000000001",48.98839, 2.518291000000001
985,985,TOUS A BORD,"48.95734369999999, 2.0619448",48.95734369999999, 2.0619448
986,986,AÃ©roports de Paris Management (ADPM),"48.7406072, 2.3592604",48.7406072, 2.3592604
987,987,AIRPORT TAXIPRO,"48.88855179999999, 2.2226012",48.88855179999999, 2.2226012
988,988,Paris Airport Service System,"48.8858341, 2.4006832",48.8858341, 2.4006832
989,989,NEO COMPUTING,"48.69538600000001, 2.300894500000001",48.69538600000001, 2.300894500000001
990,990,TAXI FREDERIC LOGNES/FERRIERES EN BRIE/ MARNE LA VALLEE,"48.83767700000001, 2.621002",48.83767700000001, 2.621002
991,991,ProTours,"48.87168399999999, 2.2895802",48.87168399999999, 2.2895802
992,992,Hotel Harare,"19.3881375, -99.1392592",19.3881375, -99.1392592
993,993,Airbus Helicopters Mexico,"19.4305395, -99.06410629999999",19.4305395, -99.06410629999999
994,994,Aerodromo Mexiquense Doctor Jorge JimÃ©nez Cantu,"19.571954, -99.2926631",19.571954, -99.2926631
995,995,HELIGROUP SA DE CV,"19.3679347, -99.25971779999999",19.3679347, -99.25971779999999
996,996,SITA,"19.277032, -98.94296399999999",19.277032, -98.94296399999999
997,997,Transportes Jow S.A. de C.V. ( Contacto: LIc. Julio Salas).,"19.4439932, -99.08002549999999",19.4439932, -99.08002549999999
998,998,Agente de Seguros - DF,"19.3588483, -99.142579",19.3588483, -99.142579
999,999,Roga HelicoptÃ©ros,"19.5289079, -99.2489695",19.5289079, -99.2489695
1000,1000,Timca Aeronautica,"19.525473, -99.26579799999999",19.525473, -99.26579799999999
1001,1001,SAGARPA,"19.429961, -99.0710611",19.429961, -99.0710611
1002,1002,Aviacsa,"19.4287756, -99.0729037",19.4287756, -99.0729037
1003,1003,Hangar Mantenimiento Interjet,"19.430238, -99.0667915",19.430238, -99.0667915
1004,1004,seneam HANGAR,"19.4309676, -99.0679724",19.4309676, -99.0679724
1005,1005,Agencia Aduanal y LogÃ­stica de MÃ©xico,"19.44323, -99.080366",19.44323, -99.080366
1006,1006,STAM,"19.4315245, -99.06342769999999",19.4315245, -99.06342769999999
1007,1007,LOGISTICA TORRES,"19.4178676, -99.07767120000001",19.4178676, -99.07767120000001
1008,1008,Servicios veterinarios ItzamnÃ¡ Mundo Animal,"19.42435499999999, -99.10040099999999",19.42435499999999, -99.10040099999999
1009,1009,Agencia Aduanal Aduamex,"19.4678798, -99.122593",19.4678798, -99.122593
1010,1010,COA - CoordinaciÃ³n de Operaciones AÃ©reas,"19.3732724, -99.06113909999999",19.3732724, -99.06113909999999
1011,1011,Click Tour Mexico,"19.3676374, -99.1817901",19.3676374, -99.1817901
1012,1012,Domodedovo Moscow Airport,"55.41030689999999, 37.9024513",55.41030689999999, 37.9024513
1013,1013,Vnukovo International Airport,"55.59964799999999, 37.2712341",55.59964799999999, 37.2712341
1014,1014,Aeroport Bykovo,"55.62285929999999, 38.0607605",55.62285929999999, 38.0607605
1015,1015,Ostafyevo Airport,"55.5108222, 37.5099851",55.5108222, 37.5099851
1016,1016,Domodedovo Business Aviation Center,"55.4238081, 37.87977970000001",55.4238081, 37.87977970000001
1017,1017,Aviatsionnyye Gruzoperevozki,"55.4137743, 37.8977314",55.4137743, 37.8977314
1018,1018,Zhukovsky International Airport,"55.5619117, 38.1180579",55.5619117, 38.1180579
1019,1019,"Ostaf'yevo, Aeroport Ooo ""Aviapredpriyatiye ""Gazpromavia""","55.5032028, 37.5187099",55.5032028, 37.5187099
1020,1020,ÐžÐžÐž Â«ÐŸÐ Ð•ÐœÐ¬Ð•Ð  Ð�Ð­Ð ÐžÂ»,"55.70459199999999, 37.615699",55.70459199999999, 37.615699
